date,forecast_temperature_2m_max,forecast_temperature_2m_min,forecast_temperature_2m_mean,forecast_precipitation_sum,forecast_wind_speed_10m_max,actual_temperature_2m_max,actual_temperature_2m_min,actual_temperature_2m_mean,actual_precipitation_sum,actual_wind_speed_10m_max,error_temperature_2m_max,abs_error_temperature_2m_max,error_temperature_2m_min,abs_error_temperature_2m_min,error_temperature_2m_mean,abs_error_temperature_2m_mean,error_precipitation_sum,abs_error_precipitation_sum,error_wind_speed_10m_max,abs_error_wind_speed_10m_max
2025-06-27,25.130999,16.380999,20.520584,3.1000001,20.880001,24.35,14.95,19.43125,11.599999,22.43944,0.78099823,0.78099823,1.4309988,1.4309988,1.0893345,1.0893345,-8.499999,8.499999,-1.5594387,1.5594387
2025-06-28,22.980999,13.931001,19.251835,0.0,20.16,21.75,13.5,18.166666,0.1,21.52261,1.230999,1.230999,0.4310007,0.4310007,1.0851688,1.0851688,-0.1,0.1,-1.3626099,1.3626099
2025-06-29,26.230999,18.380999,22.212248,2.7,23.759998,25.1,17.15,21.254168,1.8,24.838694,1.1309986,1.1309986,1.230999,1.230999,0.9580803,0.9580803,0.9000001,0.9000001,-1.0786953,1.0786953
2025-06-30,24.230999,14.781,19.16225,0.0,21.24,21.95,13.3,17.422916,0.0,22.06377,2.2809982,2.2809982,1.481,1.481,1.7393341,1.7393341,0.0,0.0,-0.8237705,0.8237705
2025-07-01,26.581,13.531,20.887247,0.0,14.759999,25.75,10.7,18.775,0.0,14.650938,0.8309994,0.8309994,2.8310003,2.8310003,2.1122475,2.1122475,0.0,0.0,0.10906124,0.10906124
2025-07-02,31.880999,17.431,25.485168,0.0,10.440001,31.15,13.7,23.860413,0.0,11.098865,0.730999,0.730999,3.731,3.731,1.6247559,1.6247559,0.0,0.0,-0.658864,0.658864
2025-07-03,35.731003,19.931,27.051834,0.0,25.919998,35.65,19.3,26.356255,0.0,21.67487,0.08100128,0.08100128,0.6310005,0.6310005,0.6955795,0.6955795,0.0,0.0,4.2451286,4.2451286
2025-07-04,24.730999,16.831,20.541414,0.0,17.28,23.6,14.0,19.00625,0.0,16.940096,1.1309986,1.1309986,2.8309994,2.8309994,1.5351639,1.5351639,0.0,0.0,0.3399048,0.3399048
2025-07-05,26.581,15.531,21.714333,0.0,15.84,27.05,11.9,20.929167,0.0,14.05845,-0.46899986,0.46899986,3.6310005,3.6310005,0.7851658,0.7851658,0.0,0.0,1.7815504,1.7815504
2025-07-06,30.730999,18.130999,24.287252,0.0,16.919998,31.3,17.95,25.381248,0.0,15.233148,-0.56900024,0.56900024,0.18099785,0.18099785,-1.093996,1.093996,0.0,0.0,1.6868505,1.6868505
2025-07-07,23.081,18.831,20.8435,2.4,18.359999,24.05,17.35,20.845835,8.0,13.929953,-0.96899986,0.96899986,1.480999,1.480999,-0.0023345947,0.0023345947,-5.6,5.6,4.430046,4.430046
2025-07-08,26.331,16.681,19.989334,2.5,21.96,25.05,14.85,18.822916,5.5,13.004921,1.2810001,1.2810001,1.8309994,1.8309994,1.1664181,1.1664181,-3.0,3.0,8.955078,8.955078
2025-07-09,17.880999,14.781,15.88725,42.0,21.599998,16.7,14.45,15.377086,42.299995,18.345877,1.1809978,1.1809978,0.33100033,0.33100033,0.51016426,0.51016426,-0.29999542,0.29999542,3.2541218,3.2541218
2025-07-10,19.031,14.031,15.931001,0.70000005,20.519999,20.3,13.2,16.216665,1.3000001,20.592503,-1.2689991,1.2689991,0.8310003,0.8310003,-0.28566456,0.28566456,-0.6,0.6,-0.07250404,0.07250404
2025-07-11,16.931,13.281,14.766415,3.1,27.359999,17.3,13.4,15.095832,2.3,20.256998,-0.36899948,0.36899948,-0.11899948,0.11899948,-0.32941723,0.32941723,0.79999995,0.79999995,7.1030006,7.1030006
2025-07-12,18.931,13.581,15.887248,1.9,16.919998,19.2,13.2,15.912501,3.3999999,18.022486,-0.269001,0.269001,0.38100052,0.38100052,-0.025253296,0.025253296,-1.4999999,1.4999999,-1.1024876,1.1024876
2025-07-13,24.630999,13.931001,19.801832,1.7,12.599999,23.65,14.1,19.447914,0.6,11.345712,0.980999,0.980999,-0.16899967,0.16899967,0.35391808,0.35391808,1.1,1.1,1.2542877,1.2542877
2025-07-14,26.831,15.881,21.028913,1.9,15.84,24.25,15.55,19.970833,1.2,11.090103,2.5809994,2.5809994,0.33099937,0.33099937,1.0580807,1.0580807,0.6999999,0.6999999,4.749897,4.749897
2025-07-15,26.281,17.581,21.772665,0.2,23.4,25.3,16.05,20.970833,0.2,12.093535,0.9810009,0.9810009,1.5310001,1.5310001,0.8018322,0.8018322,0.0,0.0,11.306464,11.306464
2025-07-16,20.531,16.531,18.678917,8.5,24.48,19.3,15.05,17.166664,12.200001,16.985935,1.2310009,1.2310009,1.481,1.481,1.5122528,1.5122528,-3.7000008,3.7000008,7.4940643,7.4940643
2025-07-17,22.730999,15.081,18.914331,0.1,12.599999,22.35,12.9,18.229166,0.70000005,8.723967,0.3809986,0.3809986,2.1810007,2.1810007,0.6851654,0.6851654,-0.6,0.6,3.8760328,3.8760328
2025-07-18,25.480999,16.480999,20.658081,1.5,17.64,23.6,14.15,19.031252,1.7,12.261157,1.8809986,1.8809986,2.3309994,2.3309994,1.6268291,1.6268291,-0.20000005,0.20000005,5.3788424,5.3788424
2025-07-19,22.480999,17.230999,19.535168,0.5,11.879999,22.3,15.5,18.785418,4.5000005,13.854155,0.18099976,0.18099976,1.730999,1.730999,0.74975014,0.74975014,-4.0000005,4.0000005,-1.9741554,1.9741554
2025-07-20,25.681,18.181,21.166416,7.8,20.16,24.3,16.65,20.439585,7.6,14.275713,1.3810005,1.3810005,1.5310001,1.5310001,0.72683144,0.72683144,0.20000029,0.20000029,5.884287,5.884287
2025-07-21,28.931,18.531,24.13725,0.0,11.879999,28.2,16.9,23.025,0.1,8.557102,0.730999,0.730999,1.6310005,1.6310005,1.1122513,1.1122513,-0.1,0.1,3.322897,3.322897
2025-07-22,25.581,18.480999,22.52475,6.5,22.68,24.55,18.1,21.379166,5.0,20.712517,1.0310001,1.0310001,0.3809986,0.3809986,1.1455841,1.1455841,1.5,1.5,1.9674835,1.9674835
2025-07-23,24.230999,16.831,20.581,3.1,16.919998,24.1,15.45,19.7125,0.8000001,16.50218,0.13099861,0.13099861,1.3809996,1.3809996,0.86849976,0.86849976,2.2999997,2.2999997,0.41781807,0.41781807
2025-07-24,25.031,17.880999,21.606003,0.0,17.28,24.15,16.85,20.7125,0.5,19.803272,0.8810005,0.8810005,1.0309982,1.0309982,0.8935032,0.8935032,-0.5,0.5,-2.5232716,2.5232716
2025-07-25,27.081,18.480999,22.77475,0.1,15.4800005,25.1,15.95,20.820833,1.1,9.6480665,1.980999,1.980999,2.5309992,2.5309992,1.9539165,1.9539165,-1.0,1.0,5.831934,5.831934
2025-07-26,26.380999,19.630999,23.091415,5.3,11.879999,27.9,17.25,22.810415,0.8,10.63372,-1.519001,1.519001,2.3809986,2.3809986,0.28100014,0.28100014,4.5,4.5,1.2462788,1.2462788
2025-07-27,23.581,20.031,21.053917,41.9,15.4800005,25.55,18.9,21.114584,12.8,13.1412325,-1.9689999,1.9689999,1.1310005,1.1310005,-0.060667038,0.060667038,29.100002,29.100002,2.338768,2.338768
2025-07-28,22.331,17.130999,20.203917,7.7,23.759998,24.3,16.15,19.652082,11.000001,23.289661,-1.9689999,1.9689999,0.980999,0.980999,0.5518341,0.5518341,-3.3000011,3.3000011,0.4703369,0.4703369
2025-07-29,20.831,15.931001,17.806,2.0,24.48,21.15,16.0,18.152082,2.2999997,23.893261,-0.31900024,0.31900024,-0.06899929,0.06899929,-0.3460827,0.3460827,-0.2999997,0.2999997,0.5867386,0.5867386
2025-07-30,23.831,14.781,19.772667,0.0,15.119999,22.4,13.3,17.975,0.0,13.418153,1.4309998,1.4309998,1.481,1.481,1.7976665,1.7976665,0.0,0.0,1.7018461,1.7018461
2025-07-31,21.730999,15.431001,17.65183,1.1,13.679999,20.6,13.35,16.83125,3.1,11.901798,1.1309986,1.1309986,2.0810003,2.0810003,0.82058144,0.82058144,-1.9999999,1.9999999,1.7782011,1.7782011
2025-08-01,22.781,13.8810005,18.614332,0.0,12.24,21.25,12.65,16.889582,1.1,12.991212,1.5310001,1.5310001,1.2310009,1.2310009,1.7247505,1.7247505,-1.1,1.1,-0.7512121,0.7512121
2025-08-02,23.730999,15.531,19.4435,13.5,16.56,24.7,14.45,19.620832,1.3000001,7.9077177,-0.96900177,0.96900177,1.0810003,1.0810003,-0.17733192,0.17733192,12.2,12.2,8.652282,8.652282
2025-08-03,27.831,16.831,20.510164,7.7000003,29.88,26.2,16.4,20.022917,10.5,12.638512,1.6309986,1.6309986,0.43099976,0.43099976,0.48724747,0.48724747,-2.7999997,2.7999997,17.241488,17.241488
2025-08-04,23.730999,15.431001,19.59975,0.0,14.4,22.2,14.4,18.391665,0.3,13.948548,1.5309982,1.5309982,1.0310011,1.0310011,1.208086,1.208086,-0.3,0.3,0.4514513,0.4514513
2025-08-05,26.831,15.781,21.145582,9.1,22.319998,25.35,14.1,19.797918,7.6,16.575644,1.480999,1.480999,1.6809998,1.6809998,1.3476639,1.3476639,1.5000005,1.5000005,5.7443542,5.7443542
2025-08-06,20.681,15.231,17.74558,1.0,20.880001,19.9,13.9,17.014582,1.8000001,16.62249,0.78100014,0.78100014,1.3310003,1.3310003,0.730999,0.730999,-0.8000001,0.8000001,4.257511,4.257511
2025-08-07,23.531,13.981,19.389334,0.0,10.799999,21.9,11.3,17.260416,0.0,9.102021,1.6310005,1.6310005,2.6809998,2.6809998,2.1289177,2.1289177,0.0,0.0,1.697978,1.697978
2025-08-08,25.931,14.331,19.976835,0.0,17.28,25.4,13.05,18.62292,0.4,10.8672905,0.53100014,0.53100014,1.2810001,1.2810001,1.3539162,1.3539162,-0.4,0.4,6.41271,6.41271
2025-08-09,28.480999,17.181,23.42475,0.0,9.36,27.4,13.45,21.245832,0.0,9.109138,1.0809994,1.0809994,3.731,3.731,2.178917,2.178917,0.0,0.0,0.25086212,0.25086212
2025-08-10,27.831,17.431,22.04558,0.4,30.599998,26.4,15.8,20.512499,0.8,23.02945,1.4309998,1.4309998,1.6309996,1.6309996,1.533081,1.533081,-0.4,0.4,7.570549,7.570549
2025-08-11,24.230999,14.731,19.666418,0.0,15.119999,23.0,12.6,18.095835,0.0,12.606426,1.230999,1.230999,2.1309996,2.1309996,1.5705833,1.5705833,0.0,0.0,2.5135727,2.5135727
2025-08-12,26.980999,16.531,22.189331,0.0,10.799999,26.1,13.1,19.947918,0.0,7.555712,0.8809986,0.8809986,3.4309998,3.4309998,2.241413,2.241413,0.0,0.0,3.244287,3.244287
2025-08-13,30.230999,17.130999,24.018496,0.0,12.959999,30.15,14.75,23.10833,0.0,9.139322,0.080999374,0.080999374,2.3809986,2.3809986,0.9101658,0.9101658,0.0,0.0,3.8206768,3.8206768
2025-08-14,31.130999,19.281,25.853918,0.0,13.32,31.95,17.9,25.418753,0.0,12.204212,-0.81900215,0.81900215,1.3810005,1.3810005,0.4351654,0.4351654,0.0,0.0,1.1157875,1.1157875
2025-08-15,31.681,19.531,25.79975,0.0,13.32,32.05,18.7,25.895834,0.0,13.288341,-0.36899948,0.36899948,0.8309994,0.8309994,-0.096084595,0.096084595,0.0,0.0,0.031659126,0.031659126
2025-08-16,29.281,21.130999,25.012247,0.0,16.199999,28.65,19.4,24.087502,0.0,16.092644,0.6310005,0.6310005,1.730999,1.730999,0.92474556,0.92474556,0.0,0.0,0.10735512,0.10735512
2025-08-17,24.281,16.831,20.447664,0.0,16.919998,23.55,14.1,18.964582,0.0,17.610588,0.7310009,0.7310009,2.730999,2.730999,1.4830818,1.4830818,0.0,0.0,-0.6905899,0.6905899
2025-08-18,19.781,15.031,17.441416,0.0,13.32,20.6,12.7,16.914583,2.2,12.791403,-0.81900024,0.81900024,2.3310003,2.3310003,0.5268326,0.5268326,-2.2,2.2,0.5285969,0.5285969
2025-08-19,24.031,14.3810005,19.533081,0.0,10.440001,23.55,11.3,18.097918,0.0,9.867218,0.4810009,0.4810009,3.0810003,3.0810003,1.4351635,1.4351635,0.0,0.0,0.5727825,0.5727825
2025-08-20,26.480999,16.581,20.716413,0.0,18.0,25.6,14.2,19.283333,0.4,17.1,0.8809986,0.8809986,2.3809996,2.3809996,1.4330807,1.4330807,-0.4,0.4,0.8999996,0.8999996
2025-08-21,23.031,11.981,17.928919,0.0,11.879999,22.95,10.3,16.956251,0.0,11.173057,0.080999374,0.080999374,1.6809998,1.6809998,0.9726677,0.9726677,0.0,0.0,0.70694256,0.70694256
2025-08-22,21.931,13.081,17.997665,0.0,16.56,21.2,11.0,16.525,0.0,18.307865,0.730999,0.730999,2.0810003,2.0810003,1.4726658,1.4726658,0.0,0.0,-1.7478657,1.7478657
2025-08-23,18.681,11.831,15.095581,4.6000004,20.880001,18.65,10.2,14.383334,1.3000001,19.99297,0.031000137,0.031000137,1.6310005,1.6310005,0.7122469,0.7122469,3.3000002,3.3000002,0.88703156,0.88703156
2025-08-24,18.630999,10.081,14.070583,0.8000001,20.880001,18.1,9.15,13.764584,0.6,21.603,0.53099823,0.53099823,0.9310007,0.9310007,0.30599976,0.30599976,0.20000005,0.20000005,-0.7229996,0.7229996
2025-08-25,19.081,11.3810005,14.789332,1.7000002,24.84,17.85,10.65,13.727082,9.199999,20.696869,1.230999,1.230999,0.7310009,0.7310009,1.0622501,1.0622501,-7.4999986,7.4999986,4.1431313,4.1431313
2025-08-26,19.681,11.231,15.691418,0.0,16.199999,19.15,9.45,14.345833,0.6,16.029097,0.53100014,0.53100014,1.7810001,1.7810001,1.3455849,1.3455849,-0.6,0.6,0.17090225,0.17090225
2025-08-27,24.281,11.181001,17.656,0.0,11.879999,23.4,9.7,16.472918,0.0,12.86087,0.8810005,0.8810005,1.4810009,1.4810009,1.1830826,1.1830826,0.0,0.0,-0.9808712,0.9808712
2025-08-28,31.380999,14.331,22.866419,0.0,17.64,31.75,14.15,22.872915,0.0,18.116623,-0.3690014,0.3690014,0.18100071,0.18100071,-0.0064964294,0.0064964294,0.0,0.0,-0.47662354,0.47662354
2025-08-29,29.931,21.281,25.618502,0.0,24.84,32.9,21.3,26.589579,0.0,24.17434,-2.9690018,2.9690018,-0.0189991,0.0189991,-0.97107697,0.97107697,0.0,0.0,0.66566086,0.66566086
2025-08-30,29.181,19.931,23.6435,0.0,15.119999,28.5,18.15,22.295837,0.6,18.589739,0.68099976,0.68099976,1.7810001,1.7810001,1.347662,1.347662,-0.6,0.6,-3.46974,3.46974
2025-08-31,23.130999,19.081,20.518497,1.8,12.599999,24.15,17.45,20.55208,1.1,13.154786,-1.019001,1.019001,1.6309986,1.6309986,-0.033582687,0.033582687,0.6999999,0.6999999,-0.5547867,0.5547867
2025-09-01,25.681,16.581,20.810167,0.0,12.599999,24.8,15.3,19.7,0.0,8.731391,0.8810005,0.8810005,1.2809992,1.2809992,1.1101665,1.1101665,0.0,0.0,3.8686085,3.8686085
2025-09-02,28.681,17.081,23.528913,0.0,15.119999,28.05,15.75,22.197916,0.0,13.379461,0.6310005,0.6310005,1.3309994,1.3309994,1.3309975,1.3309975,0.0,0.0,1.7405376,1.7405376
2025-09-03,22.880999,17.181,19.885168,2.1,15.119999,21.55,17.15,19.289583,1.2,11.881363,1.3309994,1.3309994,0.031000137,0.031000137,0.59558487,0.59558487,0.89999986,0.89999986,3.238636,3.238636
2025-09-04,26.281,14.681001,20.833084,0.0,9.0,26.2,13.9,20.38125,0.0,6.330782,0.080999374,0.080999374,0.7810011,0.7810011,0.45183372,0.45183372,0.0,0.0,2.669218,2.669218
2025-09-05,31.031,17.781,22.801834,5.2,39.239998,28.95,16.5,21.635416,3.5,11.844492,2.0809994,2.0809994,1.2810001,1.2810001,1.1664181,1.1664181,1.6999998,1.6999998,27.395506,27.395506
2025-09-06,23.081,17.831,19.803915,6.9,14.759999,21.65,16.45,18.781248,9.1,13.752048,1.4309998,1.4309998,1.3809986,1.3809986,1.0226669,1.0226669,-2.2000003,2.2000003,1.0079517,1.0079517
2025-09-07,20.130999,16.031,17.891417,0.0,10.799999,20.15,15.9,17.545835,0.7,10.8955765,-0.019001007,0.019001007,0.13100052,0.13100052,0.34558105,0.34558105,-0.7,0.7,-0.09557724,0.09557724
2025-09-08,24.681,16.730999,20.233082,2.3,15.84,24.0,14.7,18.83333,1.3000001,15.009236,0.68099976,0.68099976,2.0309992,2.0309992,1.3997517,1.3997517,0.9999999,0.9999999,0.8307638,0.8307638
2025-09-09,24.431,15.831,19.778917,0.0,16.56,22.8,14.45,18.275,1.0000001,15.506141,1.6310005,1.6310005,1.3810005,1.3810005,1.5039177,1.5039177,-1.0000001,1.0000001,1.0538588,1.0538588
2025-09-10,24.880999,14.931001,19.920584,0.0,17.28,24.05,13.6,19.031248,0.0,16.886454,0.8309994,0.8309994,1.3310003,1.3310003,0.88933563,0.88933563,0.0,0.0,0.39354706,0.39354706
2025-09-11,20.380999,16.081,18.085165,11.500001,25.919998,20.45,15.95,18.310415,11.000001,24.774696,-0.06900215,0.06900215,0.13099957,0.13099957,-0.22525024,0.22525024,0.5,0.5,1.1453018,1.1453018
2025-09-12,23.581,13.031,18.233084,0.0,11.879999,22.45,13.4,17.587502,0.0,9.360001,1.1309986,1.1309986,-0.36899948,0.36899948,0.6455822,0.6455822,0.0,0.0,2.5199986,2.5199986
2025-09-13,21.480999,14.581,18.335167,0.1,14.04,23.65,12.2,17.831247,0.4,12.992459,-2.1690006,2.1690006,2.3810005,2.3810005,0.5039196,0.5039196,-0.3,0.3,1.0475407,1.0475407
2025-09-14,17.681,15.331,16.328917,14.6,13.32,20.45,14.5,16.387499,9.8,14.7742605,-2.769001,2.769001,0.8310003,0.8310003,-0.058582306,0.058582306,4.8,4.8,-1.4542608,1.4542608
2025-09-15,20.431,13.781,17.035166,0.0,16.919998,20.15,12.85,16.422918,0.1,15.12964,0.28100014,0.28100014,0.93099976,0.93099976,0.61224747,0.61224747,-0.1,0.1,1.7903585,1.7903585
2025-09-16,20.130999,15.331,17.54975,0.1,22.319998,19.5,13.2,16.679169,0.2,19.561287,0.6309986,0.6309986,2.1310005,2.1310005,0.8705807,0.8705807,-0.1,0.1,2.7587109,2.7587109
2025-09-17,17.531,13.231,15.178918,0.0,19.08,16.7,11.9,13.929168,0.3,16.16496,0.8309994,0.8309994,1.3310003,1.3310003,1.2497501,1.2497501,-0.3,0.3,2.915039,2.915039
2025-09-18,19.931,11.331,15.591416,0.0,17.64,18.65,10.45,14.841668,0.3,15.315873,1.2810001,1.2810001,0.8810005,0.8810005,0.74974823,0.74974823,-0.3,0.3,2.3241262,2.3241262
2025-09-19,21.181,15.881,18.45808,0.3,18.0,21.8,14.65,18.066668,2.2999997,21.2522,-0.6189995,0.6189995,1.231,1.231,0.39141273,0.39141273,-1.9999998,1.9999998,-3.2521992,3.2521992
2025-09-20,27.480999,14.8810005,21.168499,0.0,15.84,26.7,14.2,20.122917,0.0,13.493999,0.78099823,0.78099823,0.6810007,0.6810007,1.0455818,1.0455818,0.0,0.0,2.3460016,2.3460016
2025-09-21,29.380999,17.181,22.947668,0.0,19.08,28.35,17.4,22.060417,0.0,15.760025,1.0309982,1.0309982,-0.21899986,0.21899986,0.8872509,0.8872509,0.0,0.0,3.319975,3.319975
2025-09-22,23.181,13.781,18.86225,0.3,19.8,22.15,13.4,17.710417,0.0,14.2336645,1.0310001,1.0310001,0.38100052,0.38100052,1.1518326,1.1518326,0.3,0.3,5.5663347,5.5663347
2025-09-23,16.031,10.931001,13.281001,4.0,16.199999,15.8,10.25,12.783333,1.6,11.799271,0.23099995,0.23099995,0.6810007,0.6810007,0.49766827,0.49766827,2.4,2.4,4.400728,4.400728
2025-09-24,15.481,8.581,11.843501,0.0,15.4800005,15.1,7.05,10.572917,0.0,13.5012,0.38099957,0.38099957,1.5310001,1.5310001,1.2705841,1.2705841,0.0,0.0,1.9788008,1.9788008
2025-09-25,15.431001,6.231,10.870583,0.0,15.84,15.0,4.5,9.599999,0.0,14.796175,0.4310007,0.4310007,1.731,1.731,1.2705832,1.2705832,0.0,0.0,1.0438251,1.0438251
2025-09-26,16.081,6.5309997,11.095584,0.0,16.56,15.7,5.4,10.135416,0.0,15.934829,0.38099957,0.38099957,1.1309996,1.1309996,0.9601679,0.9601679,0.0,0.0,0.6251707,0.6251707
2025-09-27,16.931,5.981,11.333081,0.0,12.599999,16.95,4.5,10.233334,0.0,10.538843,-0.019001007,0.019001007,1.481,1.481,1.0997477,1.0997477,0.0,0.0,2.0611563,2.0611563
2025-09-28,15.981,7.081,11.5435,0.0,13.32,15.1,5.15,10.052084,0.3,11.431062,0.88099957,0.88099957,1.9309998,1.9309998,1.491416,1.491416,-0.3,0.3,1.888938,1.888938
2025-09-29,11.831,8.181001,9.706,0.6,14.4,10.45,7.2,8.675,0.8,16.782528,1.3810005,1.3810005,0.9810009,0.9810009,1.0310001,1.0310001,-0.19999999,0.19999999,-2.3825283,2.3825283
2025-09-30,10.981,7.481,8.903916,0.8,14.04,12.8,7.1,9.289583,1.7,15.10821,-1.8190002,1.8190002,0.38100004,0.38100004,-0.38566685,0.38566685,-0.90000004,0.90000004,-1.0682096,1.0682096
2025-10-01,12.6310005,6.4309998,9.28725,0.3,14.04,12.45,5.25,8.874999,0.4,14.677452,0.18100071,0.18100071,1.1809998,1.1809998,0.41225052,0.41225052,-0.099999994,0.099999994,-0.6374521,0.6374521
2025-10-02,11.8810005,3.8810003,7.4935,0.0,10.799999,11.35,1.65,6.035416,0.0,9.144637,0.53100014,0.53100014,2.2310004,2.2310004,1.4580841,1.4580841,0.0,0.0,1.6553621,1.6553621
2025-10-03,12.331,3.431,7.7372494,0.0,9.0,10.4,0.6,5.4,0.0,8.155807,1.9310007,1.9310007,2.8309999,2.8309999,2.3372493,2.3372493,0.0,0.0,0.84419346,0.84419346
2025-10-04,13.081,6.0309997,9.2685,2.4,20.519999,12.75,3.8,8.462501,3.0,22.256763,0.33100033,0.33100033,2.2309997,2.2309997,0.80599976,0.80599976,-0.5999999,0.5999999,-1.7367649,1.7367649
2025-10-05,13.1310005,8.581,10.566415,6.2999997,21.599998,13.35,8.5,10.333333,4.8999996,22.142927,-0.21899986,0.21899986,0.08100033,0.08100033,0.23308182,0.23308182,1.4000001,1.4000001,-0.5429287,0.5429287
2025-10-06,11.931001,7.5309997,10.218499,4.3999996,13.679999,12.8,6.95,9.985415,2.2,15.281989,-0.8689995,0.8689995,0.58099985,0.58099985,0.23308372,0.23308372,2.1999996,2.1999996,-1.6019897,1.6019897
2025-10-07,13.831,8.6310005,11.122668,0.1,10.08,14.1,6.8,10.724999,0.70000005,9.059205,-0.26900005,0.26900005,1.8310003,1.8310003,0.39766884,0.39766884,-0.6,0.6,1.0207949,1.0207949
2025-10-08,15.031,6.5309997,10.874749,0.0,8.64,14.45,2.85,8.954166,0.0,6.090812,0.5810003,0.5810003,3.6809998,3.6809998,1.9205828,1.9205828,0.0,0.0,2.5491881,2.5491881
2025-10-09,13.431001,10.331,11.714333,1.2,13.679999,13.7,8.25,10.866668,0.2,11.555103,-0.2689991,0.2689991,2.0810003,2.0810003,0.84766483,0.84766483,1.0,1.0,2.124896,2.124896
2025-10-10,13.931001,10.181001,11.708083,6.0,24.119999,14.2,8.8,11.3625,2.6999998,21.9718,-0.2689991,0.2689991,1.3810005,1.3810005,0.34558296,0.34558296,3.3000002,3.3000002,2.148199,2.148199
2025-10-11,13.3810005,9.531,11.999749,2.2999997,21.96,14.4,8.55,12.083335,2.0,19.540573,-1.0189991,1.0189991,0.98099995,0.98099995,-0.08358574,0.08358574,0.2999997,0.2999997,2.419426,2.419426
2025-10-12,11.931001,8.081,11.143498,1.0,22.319998,12.85,6.45,10.968751,3.2,23.913593,-0.9189997,0.9189997,1.6310005,1.6310005,0.17474747,0.17474747,-2.2,2.2,-1.5935955,1.5935955
2025-10-13,11.531,4.7809997,8.256,0.0,18.0,11.6,4.1,7.8833337,0.2,18.845062,-0.069000244,0.069000244,0.68099976,0.68099976,0.37266588,0.37266588,-0.2,0.2,-0.84506226,0.84506226
2025-10-14,11.781,6.581,8.547666,0.1,12.959999,11.45,5.55,7.954167,0.4,10.474082,0.33100033,0.33100033,1.0309997,1.0309997,0.5934987,0.5934987,-0.3,0.3,2.485917,2.485917
2025-10-15,10.8810005,3.081,7.0935006,0.0,12.959999,11.3,2.6,6.972917,0.0,11.841756,-0.41899967,0.41899967,0.48100019,0.48100019,0.120583534,0.120583534,0.0,0.0,1.1182432,1.1182432
2025-10-16,11.481,7.731,9.683084,0.5,15.119999,11.85,7.35,9.520833,0.6,16.13286,-0.36900043,0.36900043,0.38100004,0.38100004,0.16225052,0.16225052,-0.100000024,0.100000024,-1.0128613,1.0128613
2025-10-17,12.231,10.081,10.772667,3.3000002,15.119999,12.9,8.55,10.34375,0.5,16.053335,-0.6689997,0.6689997,1.5310001,1.5310001,0.42891693,0.42891693,2.8000002,2.8000002,-0.93333626,0.93333626
2025-10-18,9.8810005,3.181,6.2601666,10.2,26.64,8.55,3.9,6.1812496,5.9,23.621185,1.3310003,1.3310003,-0.7190001,0.7190001,0.07891703,0.07891703,4.2999997,4.2999997,3.018814,3.018814
2025-10-19,9.931001,3.831,6.470583,0.0,14.759999,9.75,2.9,5.322917,0.0,12.362475,0.18100071,0.18100071,0.931,0.931,1.147666,1.147666,0.0,0.0,2.3975239,2.3975239
2025-10-20,8.781,0.63100004,4.4476666,0.0,15.119999,8.75,-0.5,3.6562493,0.0,14.7039175,0.031000137,0.031000137,1.131,1.131,0.79141736,0.79141736,0.0,0.0,0.41608143,0.41608143
2025-10-21,10.6310005,1.331,5.810167,0.0,18.0,11.4,1.05,5.9812493,0.0,15.210799,-0.7689991,0.7689991,0.28100002,0.28100002,-0.1710825,0.1710825,0.0,0.0,2.7892008,2.7892008
2025-10-22,11.581,5.1809998,8.456,3.8,14.759999,14.9,5.25,9.512501,6.8999996,14.328949,-3.3189993,3.3189993,-0.069000244,0.069000244,-1.0565004,1.0565004,-3.0999997,3.0999997,0.4310503,0.4310503
2025-10-23,16.281,9.681001,12.656001,1.5000001,16.919998,17.4,9.55,12.910415,3.6,15.7908325,-1.1189995,1.1189995,0.13100052,0.13100052,-0.2544136,0.2544136,-2.1,2.1,1.1291656,1.1291656
2025-10-24,13.531,9.231,11.264333,18.300001,24.119999,13.7,8.2,10.597917,20.800001,18.907713,-0.16899967,0.16899967,1.0310001,1.0310001,0.66641617,0.66641617,-2.5,2.5,5.212286,5.212286
2025-10-25,10.8810005,6.6809998,8.787251,0.1,22.68,10.85,5.6,8.179166,0.0,18.39878,0.031000137,0.031000137,1.0809999,1.0809999,0.60808563,0.60808563,0.1,0.1,4.2812195,4.2812195
2025-10-26,12.181001,6.331,9.1414175,6.0,25.199999,11.65,5.5,8.2375,4.5,22.798264,0.5310011,0.5310011,0.83099985,0.83099985,0.9039173,0.9039173,1.5,1.5,2.4017353,2.4017353
2025-10-27,8.781,6.481,7.420582,7.699999,29.519999,8.95,6.4,7.402084,3.0999997,27.697197,-0.16899967,0.16899967,0.08099985,0.08099985,0.018497944,0.018497944,4.5999994,4.5999994,1.8228016,1.8228016
2025-10-28,8.231,7.081,7.6997504,4.3,24.48,9.1,6.0,7.445833,3.9999998,24.209164,-0.86900043,0.86900043,1.0809999,1.0809999,0.25391722,0.25391722,0.30000043,0.30000043,0.27083588,0.27083588
2025-10-29,12.081,7.331,9.470583,1.8000001,28.8,12.05,6.75,9.39375,1.3000001,22.91026,0.031000137,0.031000137,0.58099985,0.58099985,0.07683277,0.07683277,0.5,0.5,5.88974,5.88974
